model,eer_dev,fmr_dev,fnmr_dev,hter_dev,fmr_test,fnmr_test,hter_test,/,fmr_dev,fnmr_dev,hter_dev,fmr_test,fnmr_test,hter_test,/,tar@far=0.01,fmr_dev,fnmr_dev,hter_dev,fmr_test,fnmr_test,hter_test,/,tar@far=0.001,fmr_dev,fnmr_dev,hter_dev,fmr_test,fnmr_test,hter_test
mc,3.9668761022927685,3.940696649029982,3.9930555555555554,3.9668761022927685,2.324561403508772,8.564814814814815,5.444688109161794,/,2.970679012345679,4.340277777777778,3.6554783950617287,1.665448343079922,9.722222222222223,5.693835282651072,/,89.93055555555556,0.9975749559082892,10.069444444444445,5.533509700176367,0.489766081871345,15.74074074074074,8.115253411306043,/,79.51388888888889,0.0992063492063492,20.48611111111111,10.29265873015873,0.05604288499025341,27.199074074074076,13.627558479532166
